name,category,address,lat,lng,tags,formatted_hours
[5인실]선릉 공유오피스 더공간A,workspace,서울특별시 강남구 테헤란로70길 14-10,37.50436547,127.0527282,"[""주말운영"", ""공유오피스"", ""난방"", ""카페"", ""프로젝터"", ""루프탑"", ""화이트보드"", ""주차가능"", ""와이파이"", ""워크스페이스"", ""라운지"", ""다과제공"", ""24시간"", ""락커"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
[5인실]선릉 공유오피스 더공간B,workspace,서울특별시 강남구 테헤란로70길 14-10,37.50438925,127.0527431,"[""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""카페"", ""프로젝터"", ""루프탑"", ""화이트보드"", ""주차가능"", ""와이파이"", ""워크스페이스"", ""라운지"", ""다과제공"", ""24시간"", ""락커"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
[6인실]선릉 공유오피스 더공간,workspace,서울특별시 강남구 테헤란로70길 14-10,37.50436547,127.0527282,"[""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""카페"", ""프로젝터"", ""루프탑"", ""화이트보드"", ""주차가능"", ""와이파이"", ""워크스페이스"", ""라운지"", ""다과제공"", ""24시간"", ""락커"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
[7인실]선릉 공유오피스 더공간A,workspace,서울특별시 강남구 테헤란로70길 14-10,37.50436547,127.0527282,"[""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""카페"", ""프로젝터"", ""루프탑"", ""화이트보드"", ""주차가능"", ""와이파이"", ""워크스페이스"", ""라운지"", ""다과제공"", ""24시간"", ""락커"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
[7인실]선릉 공유오피스 더공간B,workspace,서울특별시 강남구 테헤란로70길 14-10,37.50438925,127.0527431,"[""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""카페"", ""프로젝터"", ""루프탑"", ""화이트보드"", ""주차가능"", ""와이파이"", ""워크스페이스"", ""라운지"", ""다과제공"", ""24시간"", ""락커"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
[맨써]주소지서비스 비상주오피스,workspace,제주특별자치도 제주시 신대로 145,33.48430056,126.4967123,"[""택배"", ""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""프로젝터"", ""루프탑"", ""주차가능"", ""와이파이"", ""워크스페이스"", ""라운지"", ""다과제공"", ""24시간"", ""화이트보드"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
[미사] 공유오피스 소호사무실,workspace,경기도 하남시 미사강변대로 70,37.55615552,127.1874375,"[""택배"", ""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""카페"", ""프로젝터"", ""화이트보드"", ""주차가능"", ""와이파이"", ""워크스페이스"", ""라운지"", ""다과제공"", ""24시간"", ""락커"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
[비즈넥스트원]의정부 소호사무실,workspace,경기도 의정부시 둔야로17번길 14,37.73765612,127.0389972,"[""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""와이파이"", ""주차가능"", ""워크스페이스"", ""라운지"", ""다과제공"", ""인쇄/복사"", ""에어컨"", ""독립오피스""]",매일 09:00 ~ 22:00
[삼성동] 모두의캠퍼스 2-6인실,workspace,서울특별시 강남구 삼성로103길 6,37.51051162,127.0540307,"[""주말운영"", ""공유오피스"", ""프로젝터"", ""와이파이"", ""락커"", ""워크스페이스"", ""다과제공"", ""24시간"", ""화이트보드"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
[성수]교원 창업공간 1인실 창가,workspace,서울특별시 성동구 아차산로13길 30,37.54548392,127.0619216,"[""택배"", ""보안"", ""주말운영"", ""창고"", ""공유오피스"", ""난방"", ""루프탑"", ""화이트보드"", ""주차가능"", ""와이파이"", ""워크스페이스"", ""라운지"", ""다과제공"", ""24시간"", ""락커"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
[신규오픈] 채움 오피스-최대6인,workspace,서울특별시 마포구 신촌로 150,37.55626353,126.9421217,"[""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""프로젝터"", ""와이파이"", ""워크스페이스"", ""24시간"", ""화이트보드"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
[양재] 여성전용 오피스-2인실,workspace,서울특별시 서초구 동산로 68,37.47207627,127.0464132,"[""보안"", ""주말운영"", ""공유오피스"", ""연중무휴"", ""와이파이"", ""워크스페이스"", ""샤워실"", ""독립오피스""]",평일 09:00 ~ 17:00 | 주말 휴무일
[엠플스페이스]명동소호사무실,workspace,서울특별시 중구 퇴계로18길 33,37.55932567,126.9851558,"[""주말운영"", ""인쇄/복사"", ""루프탑"", ""주차가능"", ""다과제공"", ""보안"", ""창고"", ""카페"", ""프로젝터"", ""워크스페이스"", ""에어컨"", ""독립오피스"", ""공유오피스"", ""난방"", ""와이파이"", ""라운지"", ""락커"", ""24시간"", ""화이트보드""]",24시간 연중무휴
[연희회관] 공유오피스,workspace,서울특별시 서대문구 연희로 160,37.57143824,126.9349463,"[""보안"", ""주말운영"", ""창고"", ""공유오피스"", ""난방"", ""카페"", ""프로젝터"", ""와이파이"", ""라운지"", ""워크스페이스"", ""락커"", ""24시간"", ""화이트보드"", ""에어컨"", ""독립오피스""]",24시간 연중무휴
[오픈프로모]예블랑 워크스페이스,workspace,서울특별시 강남구 도산대로89길 19-14,37.52605657,127.0505158,"[""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""프로젝터"", ""루프탑"", ""와이파이"", ""라운지"", ""워크스페이스"", ""락커"", ""다과제공"", ""24시간"", ""화이트보드"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
[일산원데이오피스] 피터비즈센터,workspace,경기도 고양시 일산서구 일산로 774,37.67488441,126.748564,"[""주말운영"", ""공유오피스"", ""난방"", ""카페"", ""연중무휴"", ""와이파이"", ""라운지"", ""워크스페이스"", ""인쇄/복사"", ""화이트보드"", ""에어컨"", ""독립오피스""]",평일 09:00 ~ 18:00 | 주말 휴무일
[차고123] 강남역 3인 독립실,workspace,서울특별시 강남구 역삼로 123,37.49415449,127.0330086,"[""택배"", ""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""카페"", ""프로젝터"", ""와이파이"", ""주차가능"", ""워크스페이스"", ""라운지"", ""다과제공"", ""락커"", ""화이트보드"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",평일 06:00 ~ 23:00 | 주말 06:30 ~ 22:30
[차고123]강남역 1인 독립실,workspace,서울특별시 강남구 역삼로 123,37.49415449,127.0330086,"[""택배"", ""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""카페"", ""프로젝터"", ""와이파이"", ""주차가능"", ""워크스페이스"", ""라운지"", ""다과제공"", ""락커"", ""화이트보드"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",평일 06:30 ~ 23:00 | 주말 06:30 ~ 22:30
[차고123]강남역 2인 독립실,workspace,서울특별시 강남구 역삼로 123,37.49415449,127.0330086,"[""택배"", ""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""카페"", ""프로젝터"", ""와이파이"", ""주차가능"", ""워크스페이스"", ""라운지"", ""다과제공"", ""락커"", ""화이트보드"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",평일 06:00 ~ 23:00 | 주말 06:30 ~ 22:30
[차고123]강남역 4인 독립실,workspace,서울특별시 강남구 역삼로 123,37.49415449,127.0330086,"[""택배"", ""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""카페"", ""프로젝터"", ""와이파이"", ""주차가능"", ""워크스페이스"", ""라운지"", ""다과제공"", ""락커"", ""화이트보드"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",평일 06:00 ~ 23:00 | 주말 06:30 ~ 22:30
[차고123]강남역 5인 독립실,workspace,서울특별시 강남구 역삼로 123,37.49415449,127.0330086,"[""택배"", ""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""카페"", ""프로젝터"", ""와이파이"", ""주차가능"", ""워크스페이스"", ""라운지"", ""다과제공"", ""락커"", ""화이트보드"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",평일 06:00 ~ 23:00 | 주말 06:30 ~ 22:30
[차고123]강남역6인독립오피스,workspace,서울특별시 강남구 역삼로 123,37.49415449,127.0330086,"[""택배"", ""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""카페"", ""프로젝터"", ""와이파이"", ""주차가능"", ""워크스페이스"", ""라운지"", ""다과제공"", ""락커"", ""화이트보드"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",평일 06:00 ~ 23:00 | 주말 06:30 ~ 22:30
[캔버스랩가로수길] 1인 오피스,workspace,서울특별시 강남구 가로수길 77,37.52302402,127.0223048,"[""보안"", ""주말운영"", ""창고"", ""공유오피스"", ""난방"", ""카페"", ""프로젝터"", ""루프탑"", ""주차가능"", ""와이파이"", ""워크스페이스"", ""라운지"", ""다과제공"", ""24시간"", ""화이트보드"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
[캔버스랩가로수길] 4인 오피스,workspace,서울특별시 강남구 가로수길 77,37.52302402,127.0223048,"[""보안"", ""주말운영"", ""창고"", ""공유오피스"", ""난방"", ""카페"", ""프로젝터"", ""루프탑"", ""주차가능"", ""와이파이"", ""워크스페이스"", ""라운지"", ""다과제공"", ""24시간"", ""화이트보드"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
[캔버스랩가로수길] 6인 오피스,workspace,서울특별시 강남구 가로수길 77,37.52302402,127.0223048,"[""보안"", ""주말운영"", ""창고"", ""공유오피스"", ""난방"", ""카페"", ""프로젝터"", ""루프탑"", ""주차가능"", ""와이파이"", ""워크스페이스"", ""라운지"", ""다과제공"", ""24시간"", ""화이트보드"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
[캔버스랩가로수길] 8인 오피스,workspace,서울특별시 강남구 가로수길 77,37.52302402,127.0223048,"[""보안"", ""주말운영"", ""창고"", ""공유오피스"", ""난방"", ""카페"", ""프로젝터"", ""루프탑"", ""주차가능"", ""와이파이"", ""워크스페이스"", ""라운지"", ""다과제공"", ""24시간"", ""화이트보드"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
[토즈 워크센터 강남2호] 1인실,workspace,서울특별시 강남구 강남대로 320,37.49185331,127.0310482,"[""택배"", ""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""주차가능"", ""와이파이"", ""워크스페이스"", ""라운지"", ""다과제공"", ""24시간"", ""화이트보드"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
[토즈 워크센터 강남2호] 2인실,workspace,서울특별시 강남구 강남대로 320,37.49185331,127.0310482,"[""택배"", ""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""주차가능"", ""와이파이"", ""워크스페이스"", ""라운지"", ""다과제공"", ""24시간"", ""화이트보드"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
[프리스타일]홍대 합정 독립오피스,workspace,서울특별시 마포구 월드컵북로1길 26,37.55478892,126.9198554,"[""택배"", ""보안"", ""주말운영"", ""창고"", ""공유오피스"", ""난방"", ""프로젝터"", ""주차가능"", ""와이파이"", ""워크스페이스"", ""24시간"", ""화이트보드"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
[하남 미사] PLACE93,workspace,경기도 하남시 미사강변서로 25,37.55265997,127.1828084,"[""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""카페"", ""프로젝터"", ""루프탑"", ""주차가능"", ""와이파이"", ""워크스페이스"", ""라운지"", ""다과제공"", ""24시간"", ""화이트보드"", ""샤워실"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
[할인] 시혜적동물 낙성대 오피스,workspace,서울특별시 관악구 남부순환로246길 18,37.47571446,126.9642194,"[""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""프로젝터"", ""와이파이"", ""워크스페이스"", ""화이트보드"", ""에어컨"", ""독립오피스""]",매일 05:00 ~ 22:00
[할인] 시혜적동물 신림 오피스,workspace,서울특별시 관악구 봉천로14길 21,37.48718511,126.9304591,"[""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""프로젝터"", ""와이파이"", ""주차가능"", ""워크스페이스"", ""에어컨"", ""독립오피스""]",매일 05:00 ~ 22:00
[GARAGE 구리] 1인 사무실,workspace,경기도 구리시 검배로 7,37.6004001,127.1419304,"[""택배"", ""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""프로젝터"", ""주차가능"", ""와이파이"", ""워크스페이스"", ""라운지"", ""다과제공"", ""24시간"", ""화이트보드"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
[GARAGE 구리] 2인 사무실,workspace,경기도 구리시 검배로 7,37.6004001,127.1419304,"[""택배"", ""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""프로젝터"", ""주차가능"", ""와이파이"", ""워크스페이스"", ""라운지"", ""다과제공"", ""24시간"", ""화이트보드"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
[GARAGE 구리] 3인 사무실,workspace,경기도 구리시 검배로 7,37.6004001,127.1419304,"[""택배"", ""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""프로젝터"", ""주차가능"", ""와이파이"", ""워크스페이스"", ""라운지"", ""다과제공"", ""24시간"", ""화이트보드"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
[GARAGE 구리] 4인 사무실,workspace,경기도 구리시 검배로 7,37.6004001,127.1419304,"[""택배"", ""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""프로젝터"", ""주차가능"", ""와이파이"", ""워크스페이스"", ""라운지"", ""다과제공"", ""24시간"", ""화이트보드"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
[GARAGE 구리] 5인 사무실,workspace,경기도 구리시 검배로 7,37.6004001,127.1419304,"[""택배"", ""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""프로젝터"", ""주차가능"", ""와이파이"", ""워크스페이스"", ""라운지"", ""다과제공"", ""24시간"", ""화이트보드"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
[GARAGE강남점]2인독립오피스,workspace,서울특별시 강남구 테헤란로 128,37.49912979,127.0325908,"[""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""프로젝터"", ""화이트보드"", ""주차가능"", ""와이파이"", ""워크스페이스"", ""라운지"", ""다과제공"", ""24시간"", ""락커"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
[GARAGE강남점]3인독립오피스,workspace,서울특별시 강남구 테헤란로 128,37.49912979,127.0325908,"[""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""프로젝터"", ""주차가능"", ""와이파이"", ""워크스페이스"", ""라운지"", ""다과제공"", ""24시간"", ""화이트보드"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
[GARAGE강남점]4인독립오피스,workspace,서울특별시 강남구 테헤란로 128,37.49912979,127.0325908,"[""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""프로젝터"", ""화이트보드"", ""주차가능"", ""와이파이"", ""워크스페이스"", ""라운지"", ""다과제공"", ""24시간"", ""락커"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
[GARAGE강남점]5인독립오피스,workspace,서울특별시 강남구 테헤란로 128,37.49912979,127.0325908,"[""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""프로젝터"", ""화이트보드"", ""주차가능"", ""와이파이"", ""워크스페이스"", ""라운지"", ""다과제공"", ""24시간"", ""락커"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
[GARAGE강남점]6인독립오피스,workspace,서울특별시 강남구 테헤란로 128,37.49912979,127.0325908,"[""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""프로젝터"", ""화이트보드"", ""주차가능"", ""와이파이"", ""워크스페이스"", ""라운지"", ""다과제공"", ""24시간"", ""락커"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
[GARAGE교대] 2인실,workspace,서울특별시 서초구 서초중앙로18길 31,37.49164232,127.0160028,"[""주말운영"", ""인쇄/복사"", ""루프탑"", ""주차가능"", ""다과제공"", ""보안"", ""창고"", ""카페"", ""프로젝터"", ""워크스페이스"", ""에어컨"", ""독립오피스"", ""공유오피스"", ""난방"", ""와이파이"", ""라운지"", ""락커"", ""24시간"", ""화이트보드""]",24시간 연중무휴
[GARAGE교대] 4인실,workspace,서울특별시 서초구 서초중앙로18길 31,37.49164232,127.0160028,"[""주말운영"", ""인쇄/복사"", ""루프탑"", ""주차가능"", ""다과제공"", ""보안"", ""창고"", ""카페"", ""프로젝터"", ""워크스페이스"", ""에어컨"", ""독립오피스"", ""공유오피스"", ""난방"", ""와이파이"", ""라운지"", ""락커"", ""24시간"", ""화이트보드""]",24시간 연중무휴
[GARAGE대전]1인독립오피스,workspace,대전광역시 서구 둔산대로117번길 66,36.36800006,127.3825816,"[""택배"", ""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""프로젝터"", ""루프탑"", ""주차가능"", ""와이파이"", ""워크스페이스"", ""라운지"", ""다과제공"", ""24시간"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
[GARAGE대전]2인독립오피스,workspace,대전광역시 서구 둔산대로117번길 66,36.36800006,127.3825816,"[""택배"", ""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""프로젝터"", ""루프탑"", ""주차가능"", ""와이파이"", ""워크스페이스"", ""라운지"", ""다과제공"", ""24시간"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
[GARAGE대전]3인독립오피스,workspace,대전광역시 서구 둔산대로117번길 66,36.36800006,127.3825816,"[""택배"", ""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""프로젝터"", ""루프탑"", ""주차가능"", ""와이파이"", ""워크스페이스"", ""라운지"", ""다과제공"", ""24시간"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
[GARAGE대전]4인독립오피스,workspace,대전광역시 서구 둔산대로117번길 66,36.36800006,127.3825816,"[""택배"", ""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""프로젝터"", ""루프탑"", ""주차가능"", ""와이파이"", ""워크스페이스"", ""라운지"", ""다과제공"", ""24시간"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
[GARAGE선정릉]3인독립오피스,workspace,서울특별시 강남구 선릉로 578,37.51009721,127.0441581,"[""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""프로젝터"", ""화이트보드"", ""주차가능"", ""와이파이"", ""워크스페이스"", ""라운지"", ""다과제공"", ""24시간"", ""락커"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
[GARAGE약수] 2인 사무실,workspace,서울특별시 중구 동호로14길 19,37.55654726,127.0106962,"[""택배"", ""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""프로젝터"", ""루프탑"", ""주차가능"", ""와이파이"", ""워크스페이스"", ""라운지"", ""다과제공"", ""24시간"", ""락커"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
[GARAGE약수] 3인 사무실,workspace,서울특별시 중구 동호로14길 19,37.55654726,127.0106962,"[""택배"", ""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""프로젝터"", ""루프탑"", ""주차가능"", ""와이파이"", ""워크스페이스"", ""라운지"", ""다과제공"", ""24시간"", ""락커"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
[GARAGE약수]4-5인 사무실,workspace,서울특별시 중구 동호로14길 19,37.55654726,127.0106962,"[""택배"", ""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""프로젝터"", ""루프탑"", ""주차가능"", ""와이파이"", ""워크스페이스"", ""라운지"", ""다과제공"", ""24시간"", ""락커"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
0.9M 쥬디스태화점 1인독립,workspace,부산광역시 부산진구 중앙대로 694,35.15472735,129.0596224,"[""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""카페"", ""프로젝터"", ""루프탑"", ""주차가능"", ""와이파이"", ""워크스페이스"", ""라운지"", ""24시간"", ""화이트보드"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
0.9M 쥬디스태화점 2인독립,workspace,부산광역시 부산진구 중앙대로 694,35.15472735,129.0596224,"[""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""카페"", ""프로젝터"", ""와이파이"", ""라운지"", ""워크스페이스"", ""락커"", ""다과제공"", ""24시간"", ""화이트보드"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
0.9M 쥬디스태화점 3인독립,workspace,부산광역시 부산진구 중앙대로 694,35.15472735,129.0596224,"[""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""카페"", ""프로젝터"", ""와이파이"", ""라운지"", ""워크스페이스"", ""24시간"", ""화이트보드"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
0.9M 쥬디스태화점 4인독립,workspace,부산광역시 부산진구 중앙대로 694,35.15472735,129.0596224,"[""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""카페"", ""프로젝터"", ""와이파이"", ""라운지"", ""워크스페이스"", ""24시간"", ""화이트보드"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
"1,3인실 소호사무실 디오빌오피스",workspace,서울특별시 영등포구 당산로 222,37.53324478,126.9022911,"[""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""주차가능"", ""와이파이"", ""워크스페이스"", ""다과제공"", ""24시간"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
102스타트업 프라이빗 1인실,workspace,경기도 고양시 일산동구 중앙로 1080,37.64563853,126.7852311,"[""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""카페"", ""프로젝터"", ""주차가능"", ""와이파이"", ""워크스페이스"", ""라운지"", ""다과제공"", ""24시간"", ""화이트보드"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
102스타트업 프라이빗 3인실,workspace,경기도 고양시 일산동구 중앙로 1080,37.64563853,126.7852311,"[""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""카페"", ""프로젝터"", ""주차가능"", ""와이파이"", ""워크스페이스"", ""라운지"", ""다과제공"", ""24시간"", ""화이트보드"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
102스타트업 프라이빗2인실,workspace,경기도 고양시 일산동구 중앙로 1080,37.64563853,126.7852311,"[""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""카페"", ""프로젝터"", ""주차가능"", ""와이파이"", ""워크스페이스"", ""라운지"", ""다과제공"", ""24시간"", ""화이트보드"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
102스타트업 프라이빗2인실 내측,workspace,경기도 고양시 일산동구 중앙로 1080,37.64563853,126.7852311,"[""보안"", ""주말운영"", ""공유오피스"", ""난방"", ""카페"", ""프로젝터"", ""주차가능"", ""와이파이"", ""워크스페이스"", ""라운지"", ""다과제공"", ""24시간"", ""화이트보드"", ""에어컨"", ""인쇄/복사"", ""독립오피스""]",24시간 연중무휴
